Gene_ID,Transcript_ID,Average Oocyte(RPKM),Average Zygote(RPKM),Average 2-cell embryo(RPKM),Average 4-cell embryo(RPKM),Average 8-cell embryo(RPKM),Average Morulae(RPKM),Average Trophectoderm(RPKM),Average Primitive endoderm(RPKM),Average epiblast(RPKM),Average hESC passage#0(RPKM),Average hESC passage#10(RPKM)
POLG,"NM_001126131, NM_002693, ",2.476,3.911,2.255,3.871,8.09,7.15,4.327,4.324,2.676,4.416,5.858
ADAM23,"NM_003812, ",0.598,1.444,0.687,0.566,0.506,1.428,3.371,0.982,3.776,1.53,2.941
TFR2,"NM_003227, ",2.074,5.093,4.987,3.732,1.903,0.257,0.166,0.0,0.029,0.447,1.21
RICTOR,"NM_152756, ",3.103,4.997,3.556,5.698,2.506,0.947,0.866,0.937,0.422,1.308,0.325
GRXCR2,"NM_001080516, ",0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLJ42709,"NR_015369, NR_021490, NR_021491, ",0.622,1.104,0.58,1.036,0.358,0.043,0.0,0.0,0.0,0.253,0.441
SNORD105,"NR_004381, ",0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
IDO2,"NM_194294, ",0.0,0.0,0.0,0.336,0.0,0.385,0.0,0.0,0.0,0.0,0.0
HLA-J,"NR_024240, NR_024240, NR_024240, NR_024240, NR_024240, NR_024240, NR_024240, NR_024240, ",0.0,0.0,0.0,0.0,0.163,0.047,0.036,0.0,0.0,0.056,0.038
C19orf55,"NM_001039887, ",0.153,0.972,0.482,1.082,0.575,0.094,0.1,0.0,2.639,0.0,1.131
SNAPC1,"NM_003082, ",35.04,42.153,14.824,5.551,38.451,37.273,3.296,8.838,6.452,10.098,11.258
GNA11,"NM_002067, ",753.933,286.503,263.454,268.187,80.246,78.798,38.314,28.443,51.408,26.466,34.754
CCDC52,"NM_144718, ",19.492,18.816,12.653,19.798,8.03,5.945,4.138,1.702,1.845,3.951,1.246
LOC654342,"NR_027238, ",16.63,9.855,7.463,6.229,8.021,7.771,4.769,7.097,7.168,3.089,0.132
FSIP1,"NM_152597, ",0.565,0.608,0.47,0.605,0.507,0.153,0.0,1.03,0.0,0.517,0.359
CELA3A,"NM_005747, ",0.207,1.133,1.597,2.002,4.461,2.329,0.006,0.0,0.0,0.0,0.005
UPF3A,"NM_023011, NM_080687, ",89.224,73.527,41.01,34.414,17.921,14.412,39.617,52.603,20.336,52.749,35.052
IGSF11,"NM_001015887, NM_152538, ",30.589,20.567,13.933,3.17,0.454,0.253,0.09,0.0,0.028,0.505,0.153
LAGE3,"NM_006014, ",28.07,12.846,12.459,9.126,3.636,0.452,1.745,11.461,1.772,6.045,6.563
CHST6,"NM_021615, ",0.075,0.124,0.229,0.343,0.822,2.913,0.376,0.024,0.391,0.949,1.67
UNC13B,"NM_006377, ",0.479,1.348,0.731,2.497,2.408,1.92,3.118,4.831,9.61,8.086,6.532
SUZ12P,"NR_024187, ",0.0,0.069,0.033,0.015,1.855,2.169,2.049,1.551,3.088,1.231,2.96
TTLL4,"NM_014640, ",5.573,41.273,35.759,44.199,10.289,5.494,12.38,11.517,29.985,6.264,7.745
ZNF687,"NM_020832, ",0.037,1.737,1.761,2.834,1.859,0.356,0.0,0.0,0.0,0.177,0.04
SDC2,"NM_002998, ",2.051,4.006,1.954,3.068,5.113,6.848,0.0,2.848,0.889,5.882,16.099
COX7A2,"NM_001865, NR_029466, ",64.714,42.584,41.24,58.557,64.499,74.559,181.734,349.067,232.711,134.48,292.138
CETN4P,"NR_024041, ",0.304,0.266,0.387,1.026,0.767,1.556,0.0,0.0,0.0,0.011,0.012
LOC100132707,"NR_024476, NR_024477, ",10.325,5.067,5.656,9.104,0.858,0.549,0.872,0.434,1.321,0.505,0.468
LAMB4,"NM_007356, ",0.664,0.741,0.46,0.47,0.056,0.051,0.135,0.0,0.0,0.0,0.0
FAM24A,"NM_001029888, ",0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0
PDP1,"NM_001161778, NM_001161779, NM_001161780, NM_001161781, NM_018444, ",14.851,17.896,10.015,14.467,15.239,10.796,1.831,2.2,4.404,4.125,5.294
LRRTM3,"NM_178011, ",0.0,0.0,0.0,0.017,0.101,0.0,0.0,0.0,0.0,0.563,0.232
GPHB5,"NM_145171, ",0.0,0.0,0.0,0.12,0.166,0.331,0.0,0.0,0.0,0.204,0.0
AHCYL2,"NM_001130720, NM_001130722, NM_001130723, NM_015328, ",1.455,2.806,2.471,8.244,2.032,3.733,0.467,1.331,0.374,1.58,0.608
IZUMO2,"NM_152358, ",0.173,0.253,0.347,0.259,0.165,0.0,0.533,0.0,0.0,1.455,0.0
FLJ39739,"NR_027468, NR_027468, ",0.0,0.0,0.055,0.164,1.042,1.053,0.446,0.089,0.562,1.573,2.966
NCRNA00052,"NR_026869, ",0.103,1.343,0.349,1.321,0.644,0.554,0.0,0.0,0.0,0.0,0.461
HABP4,"NM_014282, ",12.014,14.894,7.702,6.22,4.491,1.817,0.482,0.805,4.234,1.792,2.332
TMEM125,"NM_144626, ",0.738,1.401,1.257,5.294,0.732,0.16,0.0,1.525,0.0,6.566,8.911
CNTN2,"NM_005076, ",0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.017,0.324
ASNSD1,"NM_019048, ",23.932,20.719,15.039,18.181,10.738,19.079,19.17,18.528,7.716,16.364,10.552
FUT4,"NM_002033, ",0.616,0.358,0.291,0.335,33.869,24.361,8.014,7.494,0.472,2.066,1.404
BAGE4,"NM_181704, ",1.432,1.025,0.97,1.967,2.209,4.511,0.81,0.048,0.17,0.057,0.04
RP9,"NM_203288, ",33.484,41.004,20.614,20.958,9.239,17.342,5.889,16.47,8.804,7.455,6.725
ARAP1,"NM_001040118, NM_001135190, NM_015242, ",0.0,0.225,0.447,0.405,0.268,0.508,1.234,4.109,3.984,2.815,2.368
CDH8,"NM_001796, ",4.536,0.686,1.019,3.825,1.546,0.107,0.564,4.935,0.942,3.233,3.445
AGPS,"NM_003659, ",3.193,4.772,2.514,4.288,0.937,0.711,7.656,4.408,14.435,6.865,4.528
PP14571,"NR_024014, ",0.0,0.0,0.0,0.325,0.139,0.0,0.991,0.484,1.806,0.0,0.0
FAM90A9,"NM_001164448, ",0.0,0.0,0.034,11.428,1.741,4.451,0.0,0.0,0.0,0.0,0.0
CLEC4GP1,"NR_002931, ",2.89,7.675,7.641,6.646,6.863,15.744,16.576,5.489,17.739,9.14,4.149
PECI,"NM_001166010, NM_006117, NM_206836, NR_028588, ",15.185,25.419,10.981,10.285,3.894,7.906,10.244,17.28,5.706,52.132,73.847
UNG,"NM_003362, NM_080911, ",180.915,171.042,217.97,205.699,79.818,62.801,52.688,84.24,24.987,81.632,81.454
LOC284344,"NR_033888, ",0.0,0.066,0.0,0.505,0.021,0.009,0.0,0.0,0.0,0.0,0.0
GSTP1,"NM_000852, ",7.105,2.283,1.123,1.913,11.353,9.846,681.106,821.517,1260.984,1190.396,1960.93
DCUN1D5,"NM_032299, ",17.18,11.891,9.898,8.398,5.797,6.771,19.632,13.861,12.456,25.073,22.215
SLC9A3R1,"NM_004252, ",6.752,49.584,34.214,34.508,10.296,28.246,69.864,147.544,27.974,33.962,43.044
LILRA6,"NM_024318, ",0.035,0.122,0.107,0.099,0.03,0.264,0.057,0.0,0.029,0.071,0.067
CHMP7,"NM_152272, ",29.089,12.947,8.077,10.543,10.378,7.11,6.828,8.049,10.386,9.047,12.885
REM2,"NM_173527, ",0.041,0.0,0.0,0.0,0.378,0.967,0.0,0.0,0.0,0.0,0.039
DNHD1,"NM_144666, NM_173589, ",0.0,0.0,0.0,0.012,0.162,0.027,0.165,0.036,0.132,0.074,0.088
FKBP4,"NM_002014, ",1.768,15.244,10.321,17.014,35.951,14.386,46.509,39.822,28.886,42.862,31.647
ZNF350,"NM_021632, ",1.519,8.842,5.967,11.815,23.227,23.747,0.702,3.047,8.995,6.316,2.62
BST1,"NM_004334, ",0.0,0.0,0.0,0.0,0.38,0.03,0.021,0.0,0.058,2.307,0.527
KISS1R,"NM_032551, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277
NCR2,"NM_004828, ",0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0
UBE2W,"NM_001001481, NM_018299, ",28.914,54.505,34.356,21.657,22.041,16.821,5.512,1.317,4.309,9.655,5.364
OR2T29,"NM_001004694, ",0.065,0.188,0.082,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA78,"NR_003020, ",0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.059,0.0,0.0,0.0
KRT15,"NM_002275, ",0.088,0.176,0.047,0.0,0.398,0.305,0.0,0.0,2.536,0.0,0.0
C10orf99,"NM_207373, ",0.0,0.0,0.0,0.247,0.017,0.0,0.0,0.0,0.0,0.0,0.0
SCN11A,"NM_014139, ",0.046,0.0,0.074,0.158,0.412,0.694,0.193,0.045,0.235,0.211,0.206
GFI1,"NM_001127215, NM_001127216, NM_005263, ",0.403,0.513,0.762,1.033,1.139,0.249,0.027,0.0,0.0,0.0,0.0
FHL1,"NM_001159699, NM_001159700, NM_001159701, NM_001159702, NM_001159703, NM_001159704, NM_001167819, NM_001449, NR_027621, ",0.048,0.297,0.12,0.242,2.992,0.748,0.043,0.075,0.049,29.391,29.856
SMC6,"NM_001142286, NM_024624, ",23.01,26.731,17.39,6.645,4.331,7.306,27.728,9.131,21.438,19.381,17.231
OSGEP,"NM_017807, ",0.222,0.0,0.036,0.17,5.89,14.156,23.113,28.007,42.853,26.769,34.732
TTTY14,"NR_001543, ",0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.146,0.132
LPIN3,"NM_022896, ",0.0,0.0,0.0,0.169,0.909,0.878,0.024,0.0,0.03,0.322,0.452
RPL4,"NM_000968, ",284.89,165.962,168.045,455.432,1024.068,2926.009,2234.869,2725.736,2617.295,2187.349,2280.805
RBPMS,"NM_001008710, NM_001008711, NM_001008712, NM_006867, ",23.385,11.399,11.38,9.163,3.606,3.239,14.174,20.963,21.449,25.236,40.235
PRPF3,"NM_004698, ",24.95,43.909,31.721,47.23,46.76,47.242,19.792,24.39,6.771,12.27,18.654
HEJ1,"NR_033424, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMR1,"NM_001974, ",0.0,0.0,0.0,0.337,2.344,1.231,0.0,0.953,0.0,0.0,0.0
SPATA19,"NM_174927, ",0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XCR1,"NM_001024644, NM_005283, ",0.059,0.711,1.068,1.16,0.073,0.0,0.0,0.0,0.0,0.0,0.0
IRX3,"NM_024336, ",0.0,0.0,0.0,0.0,4.852,5.384,0.096,2.111,0.326,0.196,0.529
ELFN1,"NM_001128636, ",0.243,0.531,0.363,0.413,0.218,0.292,0.281,0.676,0.0,0.099,0.591
RBM6,"NM_001167582, NM_005777, ",12.378,21.948,16.272,24.908,21.101,19.99,17.161,7.157,11.827,10.629,23.963
KLF4,"NM_004235, ",0.25,0.364,0.324,2.203,96.447,82.476,28.097,20.065,149.312,94.023,16.184
LOC729177,"NR_034143, ",0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.047
UNC5CL,"NM_173561, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.094
C16orf71,"NM_139170, ",1.124,1.803,0.879,3.848,1.181,0.385,0.0,0.0,0.0,0.058,0.032
LOC100128252,"NR_036521, ",14.688,28.936,15.768,18.632,10.609,59.542,6.691,3.038,4.81,24.55,23.969
SEBOX,"NM_001080837, NM_001083896, ",0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.034,0.0,0.019,0.005
BTK,"NM_000061, ",0.035,0.0,0.0,0.21,3.645,0.852,1.761,0.781,6.465,0.0,0.0
KRCC1,"NM_016618, ",1.033,0.323,0.027,0.728,1.185,0.184,0.091,0.0,0.079,8.924,6.21
SYTL5,"NM_001163334, NM_001163335, NM_138780, ",0.0,0.0,0.0,0.316,3.634,2.1,0.858,0.0,0.0,0.026,0.183
PRND,"NM_012409, ",0.0,0.0,0.0,0.034,0.087,0.31,0.167,0.016,0.225,0.142,0.164
C6orf27,"NM_025258, NM_025258, NM_025258, NM_025258, NM_025258, NM_025258, ",0.0,0.0,0.0,0.0,0.142,0.066,0.0,0.0,0.0,0.0,0.0
PIGL,"NM_004278, ",0.516,0.205,0.309,0.114,3.04,10.397,4.449,10.749,4.231,2.008,4.451
HUS1,"NM_004507, ",0.563,2.002,1.568,3.811,5.999,16.168,21.443,39.719,41.732,4.984,10.093
DNAJC30,"NM_032317, ",1.602,3.624,2.406,3.969,4.945,9.155,2.206,6.612,3.593,1.28,4.605
UIMC1,"NM_016290, ",10.038,36.398,29.627,117.161,38.837,15.257,6.634,9.15,3.126,6.584,6.226
FXYD2,"NM_001127489, NM_001680, NM_021603, ",0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.034,0.0
C17orf77,"NM_152460, ",0.0,0.0,0.017,0.019,0.167,0.321,0.2,0.044,0.243,0.285,0.26
ZNF667,"NM_022103, NR_030740, ",0.912,0.679,0.634,0.817,0.44,1.534,0.419,0.0,2.833,10.706,12.243
ZCCHC12,"NM_173798, ",3.51,2.458,3.136,5.537,1.301,0.0,0.0,0.0,0.0,0.0,0.966
NCRNA00245,"NR_024421, NR_024422, ",0.09,0.535,0.361,0.537,0.212,0.0,0.0,0.0,0.0,0.0,0.02
TFEC,"NM_001018058, NM_012252, ",0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0
ATP7B,"NM_000053, NM_001005918, ",8.109,4.328,3.185,2.271,0.141,0.372,4.202,2.513,0.286,0.26,0.662
C2orf78,"NM_001080474, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187
RG9MTD1,"NM_017819, ",36.864,33.675,21.764,13.381,71.841,85.342,93.711,70.291,89.014,65.546,53.539
POLD2,"NM_001127218, NM_006230, ",1.144,2.429,1.573,2.247,2.187,10.09,36.483,96.977,37.782,68.744,98.174
NCRNA00189,"NR_027072, ",6.308,9.112,6.99,7.569,3.072,0.271,0.46,1.75,9.069,2.87,0.04
ABCC6P1,"NR_003569, ",250.889,182.651,229.855,344.634,198.805,38.302,0.021,0.0,1.6,0.012,0.732
MIR3180-3,"NR_036144, NR_036144, NR_036144, ",0.0,0.0,0.0,0.0,0.038,0.0,0.028,0.0,0.0,0.0,0.0
ACOT2,"NM_006821, ",30.894,16.031,7.697,9.521,5.309,7.646,2.219,1.615,0.314,1.901,4.973
HIST1H4I,"NM_003495, ",0.0,0.055,0.0,0.19,1.45,1.784,0.0,0.0,0.0,0.953,1.702
PPARGC1A,"NM_013261, ",0.841,1.372,0.313,0.343,0.812,0.073,0.075,0.0,0.0,0.265,0.077
ETFA,"NM_000126, NM_001127716, ",1258.185,717.259,912.669,667.888,163.773,25.704,73.623,162.714,122.224,54.604,61.949
ZNF146,"NM_001099638, NM_001099639, NM_007145, ",3.45,12.619,8.3,16.931,7.651,8.609,19.392,11.958,27.423,15.851,10.393
POLRMT,"NM_005035, ",0.0,0.106,0.336,0.294,12.073,18.512,3.513,5.567,10.042,4.462,4.718
MIA2,"NM_054024, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
KLHL6,"NM_130446, ",0.0,0.0,0.0,0.009,0.026,0.131,0.101,0.0,0.048,0.125,0.011
LOC642924,"NR_033858, ",0.395,0.189,0.57,0.697,0.219,0.0,0.0,0.0,0.0,0.0,0.01
NENF,"NM_013349, NR_026598, ",2.543,2.755,1.001,2.707,0.741,0.458,11.176,16.501,2.605,2.711,2.819
HOXB5,"NM_002147, ",0.0,0.0,0.0,0.175,0.23,0.983,0.0,0.0,0.0,0.0,0.0
ARGFX,"NM_001012659, ",0.0,0.0,0.0,0.174,125.552,209.377,1.401,6.516,22.877,0.218,0.055
PRSS22,"NM_022119, ",0.0,0.038,0.017,0.0,0.113,0.323,0.0,0.253,0.0,0.0,0.007
CASC4,"NM_138423, NM_177974, ",0.6,2.07,1.329,3.219,1.033,1.558,1.142,3.744,0.548,3.004,4.718
LOC400752,"NR_024270, ",0.0,0.0,0.161,0.296,0.132,0.0,0.0,0.0,0.0,0.0,0.0
LOC338799,"NR_002809, ",0.174,0.318,0.486,0.726,1.39,0.225,0.142,0.0,0.0,1.756,2.935
GTSF1,"NM_144594, ",118.076,431.268,682.096,325.283,67.01,45.213,115.48,116.603,95.45,1.264,6.311
CUL4B,"NM_001079872, NM_003588, ",7.067,20.942,15.794,19.297,13.937,10.662,4.737,10.842,7.528,6.328,3.658
CENPJ,"NM_018451, ",18.223,13.308,11.568,4.395,5.015,13.453,8.308,5.924,18.297,7.018,7.028
PITX1,"NM_002653, ",0.929,1.262,0.914,1.044,0.571,2.057,1.023,5.447,6.745,0.119,0.016
AKIRIN1,"NM_001136275, NM_024595, ",144.93,55.194,23.193,22.246,87.892,171.476,124.079,93.63,218.309,509.197,343.123
CELSR3,"NM_001407, ",0.0,0.041,0.0,0.105,0.064,0.187,0.121,0.0,1.056,0.523,0.899
LCN15,"NM_203347, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082
DNAJC9,"NM_015190, ",582.151,241.514,289.088,199.491,185.903,168.104,113.392,93.496,78.128,83.78,76.548
ZNF568,"NM_198539, ",0.708,0.662,0.355,0.594,4.21,2.299,0.994,0.0,0.0,0.028,1.583
ITSN1,"NM_001001132, NM_003024, ",28.586,30.278,28.635,31.403,19.177,16.134,31.239,26.111,22.401,37.887,16.801
EHBP1L1,"NM_001099409, ",0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.067
C19orf2,"NM_003796, NM_134447, ",5.591,9.288,5.774,6.785,45.652,62.949,46.911,38.662,32.642,30.031,24.054
MT1DP,"NR_003658, NR_027781, ",3.013,0.496,0.721,1.122,0.035,0.0,0.0,0.0,0.154,0.507,0.0
DCTN1,"NM_001135040, NM_001135041, NM_001190836, NM_001190837, NM_004082, NM_023019, NR_033935, ",3.675,20.191,13.919,20.784,7.548,5.268,7.192,9.076,5.5,16.639,16.296
LIN28B,"NM_001004317, ",0.773,1.069,0.806,0.709,5.247,5.054,9.039,7.649,12.615,33.265,18.062
TNKS2,"NM_025235, ",5.901,7.365,6.068,4.929,7.905,6.472,5.255,1.062,8.297,5.69,4.004
DUX4L3,"NM_001164467, NM_001164467, NM_001164467, NM_001164467, NM_001164467, NM_001164467, NM_001164467, NM_001164467, NM_001164467, NM_001164467, NM_001164467, NM_001164467, NM_001164467, NM_001164467, NM_001164467, NM_001164467, NM_001164467, NM_001164467, NM_001164467, ",0.0,0.042,0.0,0.284,0.023,0.0,0.006,0.0,0.0,0.0,0.0
C1QBP,"NM_001212, ",7.865,16.642,7.22,15.854,380.992,669.147,386.53,294.273,299.797,211.037,130.862
CADPS2,"NM_001009571, NM_001167940, NM_017954, ",7.648,8.495,5.155,14.848,4.278,2.714,0.155,0.12,0.0,3.775,4.446
SRMS,"NM_080823, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,0.0,0.152,0.014
GJA9,"NM_030772, ",0.036,0.254,0.0,0.235,0.498,0.471,0.0,0.0,0.0,0.0,0.0
TRIM45,"NM_001145635, NM_025188, ",3.729,13.462,8.959,14.234,1.375,2.356,0.286,0.249,0.629,4.531,3.654
LOC392232,"NR_033867, ",0.057,0.102,0.069,0.202,0.022,0.082,0.0,0.0,0.0,0.0,0.005
TCP1,"NM_001008897, NM_030752, ",56.38,94.974,85.581,163.504,156.507,241.16,590.091,470.617,658.2,390.362,264.16
TMED7,"NM_181836, ",0.631,1.786,1.038,1.269,3.226,5.817,9.554,4.328,11.03,12.149,4.793
CENPL,"NM_001127181, NM_001171182, NM_033319, ",20.133,12.129,7.567,20.402,21.931,9.018,5.042,11.501,1.106,10.865,2.534
PTCRA,"NM_138296, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.869,0.0
FST,"NM_006350, NM_013409, ",24.609,15.52,4.154,4.551,1.244,0.433,5.978,8.707,204.241,74.445,44.136
VWCE,"NM_152718, ",0.0,0.0,0.0,0.092,0.343,0.254,0.0,0.0,0.0,1.116,2.698
PAWR,"NM_002583, ",2.616,11.733,9.111,6.368,5.335,5.937,27.612,11.702,17.302,22.917,10.836
TBC1D3B,"NM_001001417, ",0.0,0.0,0.0,0.022,0.269,0.216,0.197,0.023,0.0,0.0,0.147
SNORD91A,"NR_003072, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,0.056,0.0
ABCC12,"NM_033226, ",0.121,0.0,0.029,0.286,0.1,0.0,0.0,0.0,0.0,0.245,0.0
LDLR,"NM_000527, ",25.013,21.664,23.205,32.265,5.062,2.64,42.247,26.68,18.259,23.147,24.638
CXCR2P1,"NR_002712, ",0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.009
ASTN2,"NM_001184734, NM_001184735, NM_014010, NM_198186, NM_198187, NM_198188, ",3.874,19.805,12.612,21.094,5.321,13.228,5.939,1.451,4.011,7.927,8.458
TAB2,"NM_015093, ",11.553,22.511,15.458,22.401,20.365,8.783,9.512,2.485,8.29,12.697,8.142
GPATCH8,"NM_001002909, NR_036474, ",28.152,30.733,24.508,18.366,13.183,8.156,13.317,7.908,11.554,14.93,15.38
TANC2,"NM_025185, ",2.558,3.785,2.613,4.001,1.132,1.185,0.229,0.0,1.465,0.844,0.781
KIF4A,"NM_012310, ",136.345,142.557,136.619,87.113,41.967,25.718,6.613,6.735,20.01,17.803,11.218
FAM161A,"NM_032180, ",45.995,33.292,22.931,30.569,6.104,8.094,1.989,3.699,0.752,16.281,26.178
C18orf18,"NR_026849, ",1.652,0.246,0.418,2.279,1.078,1.426,0.602,0.0,0.223,4.182,3.95
PGM1,"NM_001172818, NM_001172819, NM_002633, ",0.761,2.892,2.159,7.88,1.795,0.468,31.105,45.885,47.13,46.423,24.977
SNORA11C,"NR_003710, ",0.0,0.0,0.0,0.0,0.554,0.0,0.0,0.0,0.0,0.0,0.0
CPD,"NM_001304, ",1.679,4.002,3.497,4.548,5.912,7.43,3.247,3.369,1.581,5.961,2.476
SNORD116-7,"NR_003322, NR_003322, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNCAIP,"NM_005460, ",0.775,0.674,0.591,0.31,1.012,2.764,0.341,0.363,0.0,2.208,1.691
DCT,"NM_001129889, NM_001922, ",109.923,98.127,102.387,158.226,21.969,11.979,0.073,0.0,0.0,0.0,0.005
ANXA8,"NM_001040084, NM_001040084, ",0.0,0.0,0.0,0.058,0.0,0.024,9.006,3.758,1.264,0.0,0.0
HLA-DOA,"NM_002119, NM_002119, NM_002119, NM_002119, NM_002119, NM_002119, NM_002119, ",0.092,0.437,0.087,0.952,0.012,0.023,0.055,0.0,0.052,5.249,4.565
UPK1B,"NM_006952, ",0.349,0.429,0.562,0.573,1.014,1.777,0.822,0.154,1.075,0.963,1.798
DNAJB4,"NM_007034, ",7.62,11.659,8.548,9.658,14.985,4.976,0.504,1.773,6.63,6.147,2.237
HIST1H4L,"NM_003546, ",0.0,0.0,0.0,0.0,0.046,0.082,0.0,0.0,0.0,8.897,0.0
PECR,"NM_018441, ",20.001,22.225,13.131,22.554,2.626,1.179,9.977,19.479,14.138,17.116,11.708
WFIKKN1,"NM_053284, ",0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.01
HSPA2,"NM_021979, ",1.406,7.276,3.74,15.875,89.922,30.603,2.916,2.233,4.408,53.787,20.582
SERP1,"NM_014445, ",10.965,23.827,16.563,15.198,7.81,8.235,30.282,22.774,23.492,19.224,18.981
SYDE2,"NM_032184, ",0.201,0.298,0.232,0.203,0.443,0.08,5.39,1.663,1.996,2.52,1.79
C15orf60,"NM_001042367, ",123.153,98.119,145.653,146.358,12.803,2.164,0.024,0.0,0.0,0.0,0.605
TACR2,"NM_001057, ",0.0,0.0,0.0,0.0,0.026,0.245,0.0,0.639,0.0,0.0,0.038
SVOPL,"NM_001139456, NM_174959, ",66.793,48.016,60.798,148.634,21.331,2.89,0.555,0.546,0.022,0.0,0.303
C6orf225,"NM_001033564, ",0.732,0.888,0.564,0.52,0.214,0.452,0.256,3.428,3.222,7.335,5.348
NUP85,"NM_024844, ",56.688,19.562,13.784,30.61,22.28,35.088,15.105,14.142,17.002,29.264,23.084
SNORA18,"NR_002959, ",0.0,0.0,0.051,0.0,3.895,4.358,6.655,0.356,0.0,11.321,6.742
CD177,"NM_020406, ",0.0,0.214,0.207,0.026,0.172,0.119,0.0,0.0,0.0,0.0,0.178
PIGG,"NM_001127178, NM_017733, ",0.0,0.069,0.021,0.109,6.913,5.351,9.865,4.079,14.256,3.372,2.997
LGR5,"NM_003667, ",0.0,0.0,0.0,0.0,0.177,0.0,0.0,0.0,0.0,0.0,0.05
LOC574538,"NR_033859, ",0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCARNA2,"NR_003023, ",0.658,8.76,3.77,4.433,5.813,0.016,0.0,0.0,0.0,0.0,0.055
RAB5A,"NM_004162, ",3.332,5.178,4.289,9.603,123.757,79.023,41.563,27.884,32.874,65.224,50.43
LRRC16B,"NM_138360, ",0.0,0.0,0.0,0.264,0.0,0.0,0.0,0.0,0.0,0.213,0.0
FLJ13224,"NR_026806, ",0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.87,0.0,0.028
DCAF11,"NM_001163484, NM_025230, NM_181357, NR_028099, NR_028100, ",0.254,0.427,0.438,0.587,1.16,1.027,2.308,3.795,1.115,8.129,14.93
USP9Y,"NM_004654, ",0.0,0.0,0.0,0.0,0.012,0.571,1.199,0.0,1.185,1.815,1.683
C7orf53,"NM_001134468, NM_182597, ",0.0,0.401,0.108,0.943,4.638,1.173,1.035,0.0,0.093,0.379,1.386
PLEKHM3,"NM_001080475, ",1.611,1.539,0.771,1.998,1.374,1.785,0.629,0.516,0.745,2.041,2.624
LRP1B,"NM_018557, ",2.619,2.811,1.837,3.872,0.521,0.476,0.02,0.0,0.0,0.0,0.0
XAF1,"NM_017523, NM_199139, ",0.0,0.0,0.0,0.012,0.136,1.958,0.025,0.0,0.0,0.0,0.0
ENKUR,"NM_145010, ",0.04,0.0,0.0,0.235,0.0,0.007,0.0,0.0,0.0,0.0,0.0
ANKDD1A,"NM_182703, ",0.049,0.263,0.159,0.343,0.169,0.308,0.062,0.0,0.0,0.278,0.218
ABCG8,"NM_022437, ",1.706,3.257,1.865,4.581,2.451,0.0,0.0,0.0,0.0,0.039,0.0
DAND5,"NM_152654, ",16.575,5.978,5.657,12.369,0.959,1.142,0.586,0.035,0.98,0.988,0.72
SPAG6,"NM_012443, NM_172242, ",5.495,6.761,5.129,8.837,1.822,1.16,0.034,0.0,0.0,0.0,0.0
LOC100133161,"NR_028326, ",0.336,0.499,0.301,0.532,0.857,0.475,0.172,0.464,3.22,1.137,1.568
ZDHHC22,"NM_174976, ",0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.0,0.0,3.247,3.371
CCDC60,"NM_178499, ",2.401,2.52,1.873,1.534,0.326,0.0,0.0,0.0,0.657,0.063,0.0
THOC7,"NM_025075, ",207.126,89.753,54.192,72.054,21.523,24.116,64.036,81.015,49.499,66.575,106.499
TCTA,"NM_022171, ",0.89,1.518,1.338,0.794,15.263,26.268,4.448,1.239,1.261,5.461,8.581
